name,free_bikes,empty_slots,slots,altitude,ebikes,has_ebikes,normal_bikes,payment,payment-terminal,renting,returning,uid,last_updated,address,timestamp,latitude,longitude,id
Blake St / Boultbee Ave,7,8,15,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7340,1670103707,Blake St / Boultbee Ave,2022-12-03T21:42:40.302000Z,43.672453,-79.338259,365a0f49bf1c9b42c35b531688b9fed9
Eastern Ave / Winnifred Ave,11,4,15,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7341,1670103624,Eastern Ave / Winnifred Ave,2022-12-03T21:42:40.303000Z,43.6592088,-79.3348396,49021f20833894e3dbfaea4fb6e7a9dc
Gamble Ave / Broadview Ave,1,22,23,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7349,1670103714,Gamble Ave / Broadview Ave,2022-12-03T21:42:40.305000Z,43.689211,-79.35438,3910976dfd5888140602a42b14637022
Toronto Eaton Centre (Yonge St),11,3,14,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7269,1670103672,Toronto Eaton Centre (Yonge St),2022-12-03T21:42:40.308000Z,43.655431,-79.380653,32f618847043b8011f80333b5e7ea8b3
111 Bond St (North of Dundas St E)  - SMART,12,4,16,0.0,0,True,12,"['key', 'transitcard', 'phone']",False,1,1,7268,1670103740,111 Bond St (North of Dundas St E),2022-12-03T21:42:40.309000Z,43.656927,-79.378497,1fe2e0ad1678ffaf965b10e03a08aaf2
Wallace Ave / Symington Ave - SMART,5,7,12,0.0,0,True,5,"['key', 'transitcard', 'phone']",False,1,1,7265,1670103623,Wallace Ave / Symington Ave,2022-12-03T21:42:40.310000Z,43.661324,-79.449534,dbf9d3fb9932d05d7ddda51acd4d26b0
Dundas St E / Pembroke St - SMART,1,14,16,0.0,0,True,1,"['key', 'transitcard', 'phone']",False,1,1,7267,1670103721,Dundas St E / Pembroke St,2022-12-03T21:42:40.311000Z,43.658295,-79.372346,e565aef96d6d5fce5279ef6f24b9ce69
Victoria Park Subway Station - SMART,12,8,20,0.0,0,True,12,"['key', 'transitcard', 'phone']",False,1,1,7266,1670103701,Victoria Park Subway Station,2022-12-03T21:42:40.312000Z,43.6940155,-79.2889842,c765943cac057b6cac0946eff428bf5b
Wychwood Ave / Benson Ave - SMART,13,2,16,0.0,0,True,13,"['key', 'transitcard', 'phone']",False,1,1,7262,1670103477,Wychwood Ave / Benson Ave,2022-12-03T21:42:40.317000Z,43.6809164,-79.4229684,e0dec8b8f5ed285bfbd952bb253084f4
Lawton Blvd / Yonge St,3,11,15,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7379,1670103613,Lawton Blvd / Yonge St,2022-12-03T21:42:40.331000Z,43.6910667,-79.39535,5ee5f79fc51737623d425310eb0bf02b
Yonge St / Davisville Ave,0,15,15,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7378,1670103744,Yonge St / Davisville Ave,2022-12-03T21:42:40.842000Z,43.6975969,-79.39654,0daa4477ec313c30dc3036f4bd45e0ba
Fort York  Blvd / Capreol Ct,21,12,35,0.0,0,True,21,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7000,1670103516,Fort York  Blvd / Capreol Ct,2022-12-03T21:42:40.335000Z,43.639832,-79.395954,e2911ec2b832c350dad0a8831a30d273
Madison Ave / Bloor St W,0,14,15,,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7003,1670103599,Madison Ave / Bloor St W,2022-12-03T21:42:40.336000Z,43.667158,-79.402761,83af92756a52874ce9bade85f065f4d1
St. George St / Bloor St W,0,15,19,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7002,1670103502,St. George St / Bloor St W,2022-12-03T21:42:40.337000Z,43.667333,-79.399429,57ef343f4e12ae497e29c3693d922197
King St W / York St,5,12,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7005,1670103540,King St W / York St,2022-12-03T21:42:40.338000Z,43.6480008,-79.383177,a0100ff8f210b72706e06b4c31a329fe
University Ave / Elm St,0,10,11,,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7004,1670103481,University Ave / Elm St,2022-12-03T21:42:40.338000Z,43.656518,-79.389099,32cb4912f6d3269c070a43e658dea18d
College St / Huron St,1,14,19,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7007,1670103616,College St / Huron St,2022-12-03T21:42:40.339000Z,43.658148,-79.398167,f8bbce635f366ade23994d02cb6fcc75
Rosehill Ave / Avoca Ave - SMART,0,16,16,0.0,0,True,0,"['key', 'transitcard', 'phone']",False,1,1,7279,1670103569,Rosehill Ave / Avoca Ave,2022-12-03T21:42:40.342000Z,43.687999,-79.38906,75b9fc3e9bf42a5d26fa1393d9ce72ed
HTO Park (Queens Quay W),25,0,27,0.0,0,True,25,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7175,1670103490,HTO Park (Queens Quay W),2022-12-03T21:42:40.344000Z,43.63796,-79.387502,5e41d051a93e4087fc80e372089dbd6c
Bloor St W / Dundas St W,15,0,15,0.0,0,True,15,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7174,1670103519,Bloor St W / Dundas St W,2022-12-03T21:42:40.347000Z,43.6563889,-79.45166666666667,d3e1a4057d9bf7c31c216017a0f1989b
Bathurst St / Fort York Blvd,14,5,19,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7176,1670103585,Bathurst St / Fort York Blvd,2022-12-03T21:42:40.348000Z,43.639179,-79.399595,8a4d335d5540e0c2132ffdb1def165f6
Ontario Place Blvd / Lake Shore Blvd W (East),18,9,27,0.0,0,True,18,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7171,1670103492,Ontario Place Blvd / Lake Shore Blvd W (East),2022-12-03T21:42:40.349000Z,43.6322445,-79.4108105,f91f2493c8cca75e7c70987c8d0a516c
Spadina Ave / Willcocks St,2,11,15,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7170,1670103731,Spadina Ave / Willcocks St,2022-12-03T21:42:40.350000Z,43.6616667,-79.40138888888889,359ce82fbe9d1e9e9962321e62f6066f
Cariboo St / Rail Path,3,16,19,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7173,1670103608,Cariboo St / Rail Path,2022-12-03T21:42:40.351000Z,43.66666667,-79.45833333333334,4077bf05c083f50d09a52487fd234193
Dundas St W / Edna Ave,14,0,15,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7178,1670103678,Dundas St W / Edna Ave,2022-12-03T21:42:40.355000Z,43.657192,-79.452559,43e5df21054d20adc56c6aa3544b5980
College St / Major St,2,7,11,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7078,1670103742,College St / Major St,2022-12-03T21:42:40.358000Z,43.6576,-79.4032,6aa469025f8c5ff029052fab35bca1f4
McGill St / Church St,5,11,17,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7079,1670103538,McGill St / Church St,2022-12-03T21:42:40.359000Z,43.660694,-79.379052,b086f4ccca33b1b976b40abe69b78d42
Queens Quay W / Dan Leckie Way,20,5,27,0.0,0,True,20,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7075,1670103648,Queens Quay W / Dan Leckie Way,2022-12-03T21:42:40.360000Z,43.636533,-79.395854,0fa15700b0d780b8f810ced06a01760d
York St / Queens Quay W,46,9,56,0.0,0,True,46,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7076,1670103628,York St / Queens Quay W,2022-12-03T21:42:40.361000Z,43.640132,-79.380464,38d3408bfdf5a321a15ae61358af4aac
College Park South,0,17,19,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7077,1670103585,College Park South,2022-12-03T21:42:40.362000Z,43.659777,-79.382767,c3033415413ac24bf33672aa79838018
25 York St – Union Station South,7,3,11,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7070,1670103605,25 York St – Union Station South,2022-12-03T21:42:40.363000Z,43.643667,-79.380414,ce6e330ba7f61e0453dc1567eaa02745
161 Bleecker St (South of Wellesley),1,21,23,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7071,1670103689,161 Bleecker St (South of Wellesley),2022-12-03T21:42:40.364000Z,43.666233,-79.373327,049c76540151608ec55bfcd0e1748f41
Spadina Ave / Fort York Blvd,12,9,23,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7073,1670103692,Spadina Ave / Fort York Blvd,2022-12-03T21:42:40.371000Z,43.640114,-79.393249,55a100afdce605b59cf4acbefcdf3213
Exhibition GO (Atlantic Ave),21,2,23,0.0,0,True,21,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7188,1670103484,Exhibition GO (Atlantic Ave),2022-12-03T21:42:40.376000Z,43.6366666666667,-79.4197222222222,c6ac837bff4150c1a472d65dea88544f
Augusta Ave / Denison Sq,11,4,15,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7189,1670103651,Augusta Ave / Denison Sq,2022-12-03T21:42:40.378000Z,43.653766,-79.4016759,422a936ddcb551dd9f26ec313a450057
Lansdowne Subway Station,13,9,23,0.0,0,True,13,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7180,1670103669,Lansdowne Ave / Wade Ave,2022-12-03T21:42:40.380000Z,43.6587734,-79.443054,24255acabde130aed03e152541b494fa
Lansdowne Ave / Whytock Ave,0,14,15,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7181,1670103583,Lansdowne Ave / Whytock Ave,2022-12-03T21:42:40.382000Z,43.6538888888889,-79.4413888888889,e38ee1ccd4c3964a5c0d308d29403b88
Sterling Rd / Dundas St W,3,14,19,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7182,1670103735,Sterling Rd / Dundas St W,2022-12-03T21:42:40.383000Z,43.6508333333333,-79.4430555555556,fc5b892aa82601e2374e8c1772dde569
St Clarens Ave / College St,6,9,15,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7183,1670103634,St Clarens Ave / College St,2022-12-03T21:42:40.384000Z,43.651238,-79.43868,90ec8d1df4740c1de95c087a11617c47
Ossington Ave / College St,1,10,11,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7184,1670103480,Ossington Ave / College St,2022-12-03T21:42:40.386000Z,43.6544915,-79.422634,452241fc4e912119f006a20b4b0099cf
High Park Subway Station,7,12,19,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7221,1670103678,High Park Subway Station,2022-12-03T21:42:40.390000Z,43.6543604,-79.4655296,eb20e0b8c7c8bf1fc4157a3b715e2837
Lake Shore Blvd W / Ellis Ave,9,10,19,0.0,0,True,9,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7220,1670103474,Lake Shore Blvd W / Ellis Ave,2022-12-03T21:42:40.391000Z,43.635932,-79.465083,baedec3042f7094d0564ef8a1295e5d8
Parkside Dr / Bloor St W - SMART,10,0,12,0.0,0,True,10,"['key', 'transitcard', 'phone']",False,1,1,7223,1670103699,Parkside Dr / Bloor St W,2022-12-03T21:42:40.393000Z,43.654501,-79.460053,196146f920152f5d70175a14f0e88184
Sunnyside - Gus Ryder Pool,7,19,27,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7222,1670103497,Sunnyside - Gus Ryder Pool,2022-12-03T21:42:40.394000Z,43.637894,-79.454823,71ecba080a7e19ebfb8dcde4964a5277
Lake Shore Blvd W / Windermere Ave,3,16,19,0.0,0,True,3,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7225,1670103725,Lake Shore Blvd W / Windermere Ave,2022-12-03T21:42:40.395000Z,43.634896,-79.467763,e4481e45d22462b01aca9513d8f5674e
Bloor St W / High Park Ave (High Park),10,8,19,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7224,1670103545,Bloor St W / High Park Ave (High Park),2022-12-03T21:42:40.397000Z,43.6535269,-79.4650569,ba4fc8dd224feedb2762d341bf58916f
Martin Goodman Trail (Marilyn Bell Park),17,13,31,0.0,0,True,17,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7227,1670103615,Martin Goodman Trail (Marilyn Bell Park),2022-12-03T21:42:40.398000Z,43.6314,-79.4304,0cf5a51077c51159b5d6c8ed5b4c9db5
Lake Shore Blvd W / The Boulevard Club,10,7,19,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7226,1670103506,Lake Shore Blvd W / The Boulevard Club,2022-12-03T21:42:40.401000Z,43.636731,-79.444966,59ef2a57efd0caf7727dbb6451bb8808
Dundas St W / Roncesvalles Green P - SMART,11,1,12,0.0,0,True,11,"['key', 'transitcard', 'phone']",False,1,1,7229,1670103728,Dundas St W / Roncesvalles Green P,2022-12-03T21:42:40.402000Z,43.6534268,-79.4512787,fe00988a883c9469b82d17221ef1824b
Erskine Ave / Yonge St SMART,5,11,16,0.0,0,True,5,"['key', 'transitcard', 'phone']",False,1,1,7380,1670103510,Erskine Ave / Yonge St SMART,2022-12-03T21:42:40.405000Z,43.7112153,-79.39894,f376aecd6bb0d97d5d1580e9537017dd
D'Arcy St. /McCaul St. SMART,5,9,15,0.0,0,True,5,"['key', 'transitcard', 'phone']",False,1,1,7386,1670103653,"D'Arcy St, /McCaul St. SMART",2022-12-03T21:42:40.407000Z,43.655227,-79.39201,d04f206f6afecb72f5821586d56f5071
Mortimer Ave / Carlaw Ave SMART,4,7,12,0.0,0,True,4,"['key', 'transitcard', 'phone']",False,1,1,7387,1670103688,Mortimer Ave / Carlaw Ave SMART,2022-12-03T21:42:40.409000Z,43.685167,-79.34962,d7227eafd0ff8024632b2c9cef1f209c
Cumberland Ave / Bay St SMART,2,9,12,0.0,0,True,2,"['key', 'transitcard', 'phone']",False,1,1,7384,1670103512,Cumberland Ave / Bay St SMART,2022-12-03T21:42:40.410000Z,43.6704537,-79.39014,0ec9fc6c92f35e65f603cd6e7c550f1f
20 Charles St E,0,21,22,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7385,1670103658,20 Charles St E,2022-12-03T21:42:40.411000Z,43.6691099,-79.38551,d9b63bdad84959af04feaa873f9c0eaf
Niagara St / Tecumseth St,11,2,15,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7122,1670103646,Niagara St / Tecumseth St,2022-12-03T21:42:40.265000Z,43.641389,-79.404444,0ff8f31be644b9e2af6d38b89bf42c07
424 Wellington St W,14,0,15,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7123,1670103583,424 Wellington St W,2022-12-03T21:42:40.435000Z,43.643834,-79.396649,01caf8b12874b091f2fccc3818e3c72e
Dundas St W / St. Patrick St,6,13,19,0.0,0,True,6,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7257,1670103553,Dundas St W / St. Patrick St,2022-12-03T21:42:40.451000Z,43.6545174,-79.3895315,bb30daddc7221e19cffecf3ac108f28c
Robert St / Bloor St W - SMART,3,15,18,0.0,0,True,3,"['key', 'transitcard', 'phone']",False,1,1,7252,1670103570,Robert St / Bloor St W,2022-12-03T21:42:40.453000Z,43.665846,-79.404998,f52bcef41a84669da7a468cfc4531356
John St  / Mercer St - SMART,11,0,12,0.0,0,True,11,"['key', 'transitcard', 'phone']",False,1,1,7253,1670103528,John St / Mercer St - SMART,2022-12-03T21:42:40.454000Z,43.6461,-79.3895,ccb82af3c137b126999a511eaead0f38
Queen St E / Hammersmith Ave,7,4,11,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7315,1670103654,Queen St E / Hammersmith Ave,2022-12-03T21:42:40.455000Z,43.671349,-79.29451,05d7abba295be4af9e74ca3ec241ebd7
Queen St. E / Eastern Ave,10,5,15,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7314,1670103571,Queen St. E / Eastern Ave,2022-12-03T21:42:40.456000Z,43.667208,-79.312315,973748f7f27229b41ca0d2a96dea777e
Hubbard Blvd / Balsam Av,8,11,19,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7317,1670103480,Hubbard Blvd / Balsam Av,2022-12-03T21:42:40.456000Z,43.669328,-79.288949,e5a7fc18db4989ecaf70a7e98866faee
Queen St. E / Spruce Hill Rd.,2,13,15,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7316,1670103525,Queen St. E / Spruce Hill Rd.,2022-12-03T21:42:40.457000Z,43.672571,-79.289,c7cbc921ca5b8310e7218ca5669ad83f
Lower Spadina Ave / Lake Shore Blvd,18,1,19,0.0,0,True,18,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7259,1670103560,Lower Spadina Ave / Lake Shore Blvd W,2022-12-03T21:42:40.462000Z,43.638497,-79.39192,d1de2ddc0ea8a90d00ff717ad60a2f23
Coxwell Ave /  Lake Shore Blvd E,10,5,15,0.0,0,True,10,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7313,1670103538,Coxwell Ave /  Lake Shore Blvd E,2022-12-03T21:42:40.462000Z,43.662771,-79.315223,61291082be03c77f92f883b95292557a
Amelia St. / Sumach St.,2,8,11,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7312,1670103672,Amelia St. / Sumach St.,2022-12-03T21:42:40.463000Z,43.66852,-79.363525,d60491c58bb95d6ddefb1f1b1ac3f56f
Augusta Ave / Dundas St W,12,1,15,0.0,0,True,12,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7032,1670103734,Augusta Ave / Dundas St W,2022-12-03T21:42:40.473000Z,43.652473,-79.401456,d81d4d6231b9da01ba7f3d6e50728ca8
Queen St W / Ossington Ave,21,1,23,0.0,0,True,21,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7035,1670103631,Queen St W / Ossington Ave,2022-12-03T21:42:40.475000Z,43.643975,-79.419576,d0a8478c786cb2480de4fcecda844781
Trinity St /Front St E,8,10,19,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7036,1670103703,Trinity St / Front St E,2022-12-03T21:42:40.476000Z,43.651318,-79.36023,1053161189e46ea1c3122c94b644bc9d
Dundas St W / Yonge St,14,0,15,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7038,1670103521,Dundas St W / Yonge St,2022-12-03T21:42:40.478000Z,43.656094,-79.381484,02feaaef65cff4671fb1935179895659
Kendal Ave / Spadina Rd,2,7,9,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7132,1670103617,Kendal Ave / Spadina Rd,2022-12-03T21:42:40.480000Z,43.670318,-79.405181,b076c918fa10b274340bcdb0f0bca1a6
Davenport Rd / Bathurst St,7,24,31,0.0,0,True,7,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7137,1670103503,Davenport Rd / Bathurst St,2022-12-03T21:42:40.482000Z,43.676667,-79.416111,45be3a2b4a327ff6abac542ddc406738
Queen St W / Close Ave,16,7,23,0.0,0,True,16,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7136,1670103544,Queen St W / Close Ave,2022-12-03T21:42:40.483000Z,43.640634,-79.435841,ad436e2a229c14d4611cbcacd7cf026f
King St W / Joe Shuster Way,11,2,15,0.0,0,True,11,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7148,1670103723,King St W / Joe Shuster Way,2022-12-03T21:42:40.500000Z,43.639444,-79.423611,dc268bf6d12c7311db0b5b61b3304b03
Yarmouth Rd / Christie St,2,9,11,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7149,1670103567,Yarmouth Rd / Christie St,2022-12-03T21:42:40.501000Z,43.67,-79.42083333333333,0abdfc3177000757dcd71bd4c8b479ee
Palmerston Ave / Vermont Ave,2,13,15,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7144,1670103719,Palmerston Ave / Vermont Ave,2022-12-03T21:42:40.502000Z,43.671389,-79.416389,37c32c09c594b83701b3b8f6e32db605
Christie St / Benson Ave (Wychwood Barns),5,14,19,0.0,0,True,5,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7146,1670103743,Christie St / Benson Ave (Wychwood Barns),2022-12-03T21:42:40.502000Z,43.68,-79.42500000000001,8536b57314846d3b42645c0023e6e60d
King St W / Fraser Ave,14,0,15,0.0,0,True,14,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7147,1670103606,King St W / Fraser Ave,2022-12-03T21:42:40.503000Z,43.6394444,-79.42527777777778,8db5b143b08ea1fed85f0702fcfe01ec
Macpherson Ave / Spadina Rd,1,14,15,0.0,0,True,1,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7140,1670103502,Macpherson Ave / Spadina Rd,2022-12-03T21:42:40.504000Z,43.675791,-79.40698,879f0d4ef4403ab902e541528bf329f6
Bridgeman Ave / Kendal Ave,0,14,15,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7141,1670103604,Bridgeman Ave / Kendal Ave,2022-12-03T21:42:40.505000Z,43.675556,-79.410278,c497911a9c04bebbbc32e5211c081f85
Bridgeman Ave / Bathurst St,0,15,15,0.0,0,True,0,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7142,1670103484,Bridgeman Ave / Bathurst St,2022-12-03T21:42:40.506000Z,43.674444,-79.414722,2e19220f1e64559e88f3c48b3ebf2916
Kendal Ave / Bernard Ave,8,7,15,0.0,0,True,8,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7143,1670103541,Kendal Ave / Bernard Ave,2022-12-03T21:42:40.507000Z,43.671513,-79.408317,afa3ff2218a5d1817934c7c7c7bb5d19
Pretoria Av / Broadview Av,2,16,19,0.0,0,True,2,"['key', 'transitcard', 'creditcard', 'phone']",True,1,1,7351,1670103711,Pretoria Av / Broadview Av,2022-12-03T21:42:40.524000Z,43.6783213,-79.35822,ddba9c631e11fbae48e2be60289f60c2
